"Observações"	"Grupos"	"Famílias"	"Taxon Rank"	"Espécies"	"Origem"	"Categoria de Ameaça IUCN"	"Campo Vazio"	"Identificador"	"CatalogNumber"	"OtherCatalogNumbers"	"Herbário"	"GBIF ID"	"Coletor"	"No. coleta"	"Ano de coleta"	"Mês"	"Dia"	"Determinador"	"Estado"	"Município"	"Localidade"	"Latitude"	"Longitude"	"Ocorre em SP segundo Flora 2020?"	"Endemica de SP segundo Flora 2020?"	"cont.spp"	"cont.id"	"Prioritarias_conservacao"	"concat.code"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrceugenia scutellata D.Legrand"	"NATIVA"	"VU"	NA	"BRA:UNB:UB:193172"	"193172"	""	"UB"	1213649657	"Lucas, EJ; et al."	"349"	2006	11	16	"Meireles, LD"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, estrada municipal, ca. de 5km da sede"	-23.276111	-45.060833	1	0	"2"	"1"	""	"20061116349"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Neomitranthes gracilis (Burret) N.Silveira"	"NATIVA"	""	NA	"BRA:UNB:UB:193169"	"193169"	""	"UB"	1213649664	"Farah, FT; et al."	"2158"	2001	4	12	"Mazine-Capelo, FF"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha Rio Branco"	-23.983333	-46.7	1	0	"2"	"2"	""	"20014122158"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Siphoneugena kiaerskoviana (Burret) Kausel"	"NATIVA"	"NT"	NA	"BRA:UNB:UB:193181"	"193181"	""	"UB"	1213649666	"Oliveira, AA; et al."	"3690"	2000	4	25	"Faria, JEQ"	"S<e3>o Paulo"	"Sales<f3>polis"	"Estrada Intermedi<e1>ria, PArque Estadual da Serra do MAr, Km 45"	-23.633333	-45.683333	1	0	"1"	"1"	""	"20004253690"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Rhynchospora armerioides J.Presl & C.Presl"	"NATIVA"	"LC"	NA	"BRA:UNB:UB:193413"	"193413"	""	"UB"	1213649924	"Rondon General"	"RBs.n.54483"	1927	10	0	"Araujo, AC"	"Amazonas"	""	"Campos da Serra do Maruai"	0	0	1	0	"1"	"1"	""	"1927100RBs.n.54483"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrceugenia campestris (DC.) D.Legrand & Kausel"	"NATIVA"	"VU"	NA	"BRA:UNB:UB:193629"	"193629"	""	"UB"	1213650083	"Meireles, LD; Gon<e7>alves, APS; Soares Jr, FJ; Meneghetti, GIP"	"174"	2001	4	14	"Mazine-Capelo, FF"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar. N<fa>cleo Curucutu."	-23.983333	-46.733333	1	0	"6"	"1"	""	"2001414174"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrceugenia myrcioides (Cambess.) O.Berg"	"NATIVA"	""	NA	"BRA:UNB:UB:193625"	"193625"	""	"UB"	1213650121	"Ivanauskas, NM; Furlan, E"	"2185"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar. N<fa>cleo Curucutu. Trilha do Rio Branco."	-23.983333	-46.713889	1	0	"8"	"2"	""	"20014122185"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia pubipetala Miq."	"NATIVA"	""	NA	"BRA:UNB:UB:193636"	"193636"	""	"UB"	1213650122	"Souza, FT; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR"	"198"	2001	4	17	"Souza, VC"	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu."	-24.041111	-46.824167	1	0	"12"	"2"	""	"2001417198"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Rhynchospora holoschoenoides (Rich.) Herter"	"NATIVA"	"LC"	NA	"BRA:UNB:UB:194185"	"194185"	""	"UB"	1213650691	"Eiten, G; Eiten, LT"	"2323"	1960	7	14	"Smith, LB"	"S<e3>o Paulo"	"Santo Andr<e9>"	"\Alto da Serra\. Biological Station on the Serra de Mogi, front crest of the Serra do Mar, about 1/2 km W of village of Parnapiacaba. Just north of house."	0	0	1	0	"1"	"1"	""	"19607142323"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper solmsianum C.DC."	"NATIVA"	""	NA	"BRA:UNB:UB:200905"	"200905"	""	"UB"	1213657370	"Rom<e3>o, GO; et al."	"700"	2001	4	17	"Souza, VC"	"S<e3>o Paulo"	"Itanhaem"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu"	-24.041111	-46.824444	1	0	"8"	"2"	""	"2001417700"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia beaurepairiana (Kiaersk.) D.Legrand"	"NATIVA"	"LC"	NA	"BRA:UNB:UB:201818"	"201818"	""	"UB"	1213658270	"Gomes, JAMA; Santos, OA; Santos, S; Benedetti, FJ"	"604"	2007	12	3	"Faria, JEQ"	"S<e3>o Paulo"	"Ubatuba"	"Fazenda Capric<f3>rnio, Parque Estadual da Serra do Mar, N<fa>cleo Picinguaba"	-23.367009	-45.083511	1	0	"4"	"1"	""	"2007123604"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia beaurepairiana (Kiaersk.) D.Legrand"	"NATIVA"	"LC"	NA	"BRA:UNB:UB:208588"	"208588"	""	"UB"	1213664995	"Rapini, A"	"896"	2000	11	11	"Faria, JEQ"	"S<e3>o Paulo"	"Cubat<e3>o"	"Parque da Serra do Mar, n<fa>cleo Cubat<e3>o"	0	0	1	0	"4"	"1"	""	"20001111896"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia catigua A.Juss."	"NATIVA"	""	NA	"BRA:USP:SPF:34461"	"34461"	""	"SPF"	1226934287	"Pirani, JR"	"755"	1983	7	26	"Pirani, JR"	"S<e3>o Paulo"	"S<e3>o Sebasti<e3>o"	"Boi<e7>ucanga, Serra do Mar"	0	0	1	0	"2"	"1"	""	"1983726755"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia catigua A.Juss."	"NATIVA"	""	NA	"BRA:USP:SPF:34462"	"34462"	""	"SPF"	1226934299	"Pirani, JR"	"754"	1983	7	26	"Pirani, JR"	"S<e3>o Paulo"	"S<e3>o Sebasti<e3>o"	"Boi<e7>ucanga, Serra do Mar"	0	0	1	0	"2"	"1"	""	"1983726754"
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Quararibea similis C.D.M. Ferreira & Bovini"	"NATIVA"	""	NA	"BRA:USP:SPF:74807"	"74807"	""	"SPF"	1226934759	"Kuhlmann, M"	"3781"	1956	5	17	"Ferreira, CDM"	"S<e3>o Paulo"	"Cubat<e3>o"	"Serra do Mar"	0	0	1	0	"1"	"1"	""	"19565173781"
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Byttneria australis A.St.-Hil."	"NATIVA"	""	NA	"BRA:USP:SPF:80238"	"80238"	""	"SPF"	1226934879	"Rawitscher, FK"	"s.n."	1949	3	7	"An<f4>nimo"	"Santa Catarina"	""	"Serra do Mar, Lomba Alta."	0	0	1	0	"1"	"1"	""	"194937s.n."
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Triumfetta semitriloba Jacq."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:97307"	"97307"	""	"SPF"	1226935099	"Baitello, JB"	"437"	1994	3	28	"Maia Souza, B"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"6"	"2"	""	"1994328437"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia pallens C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:98192"	"98192"	""	"SPF"	1226935130	"Romaniuc Neto, S"	"1406"	1994	5	4	"Pastore, JA"	"S<e3>o Paulo"	"Itariri"	"Parque Estadual da Serra do Mar"	0	0	1	0	"10"	"2"	""	"1994541406"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Cabralea canjerana (Vell.) Mart."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:122131"	"122131"	""	"SPF"	1226935522	"Ferretti, AR"	"26"	1996	12	12	"Nave, AG"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"7"	"1"	""	"1996121226"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Guarea macrophylla Vahl"	"NATIVA"	"LC"	NA	"BRA:USP:SPF:122132"	"122132"	""	"SPF"	1226935536	"Ferretti, AR"	"9"	1996	12	11	"Nave, AG"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"4"	"1"	""	"199612119"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia pallens C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:144133"	"144133"	""	"SPF"	1226935862	"Cordeiro, I"	"2335"	2000	9	28	"Pirani, JR"	"S<e3>o Paulo"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"10"	"2"	""	"20009282335"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia pallens C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:144134"	"144134"	""	"SPF"	1226935870	"Souza, FO"	"97"	2000	7	20	"Pirani, JR"	"S<e3>o Paulo"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"10"	"2"	""	"200072097"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia silvatica C.DC."	"NATIVA"	"VU"	NA	"BRA:USP:SPF:144135"	"144135"	""	"SPF"	1226935876	"Souza, FO"	"52"	2000	7	18	"Pirani, JR"	"S<e3>o Paulo"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"5"	"1"	""	"200071852"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Cabralea canjerana (Vell.) Mart."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:144024"	"144024"	""	"SPF"	1226935880	"Rapini, A"	"897"	2000	11	11	"Valente, A"	"S<e3>o Paulo"	"Cubat<e3>o"	"Parque Estadual da Serra do Mar"	0	0	1	0	"7"	"1"	""	"20001111897"
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Pachira glabra Pasq."	"NATIVA"	""	NA	"BRA:USP:SPF:143602"	"143602"	""	"SPF"	1226935888	"Fiaschi, P"	"475"	2000	11	11	"Duarte, MC"	"S<e3>o Paulo"	"Cubat<e3>o"	"Parque Estadual da Serra do Mar"	0	0	1	0	"1"	"1"	""	"20001111475"
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Triumfetta grandiflora Vahl"	"NATIVA"	"LC"	NA	"BRA:USP:SPF:150508"	"150508"	""	"SPF"	1226936011	"Souza, FO"	"27"	2000	7	18	"Esteves, GL"	"S<e3>o Paulo"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"3"	"2"	""	"200071827"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Cabralea canjerana (Vell.) Mart."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:150796"	"150796"	""	"SPF"	1226936077	"Souza, FO"	"99"	2000	7	20	"An<f4>nimo"	"S<e3>o Paulo"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"7"	"1"	""	"200072099"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Trichilia pallens C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:150797"	"150797"	""	"SPF"	1226936087	"Cordeiro, I"	"2335"	2000	9	28	"Pirani, JR"	"S<e3>o Paulo"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"10"	"3"	""	"20009282335"
""	"Angiopermas"	"Orchidaceae"	"ESPECIE"	"Octomeria crassifolia Lindl."	"NATIVA"	""	NA	"BRA:IF:SPSF:49920"	"49920"	""	"SPSF"	1226939026	"F.M.Souza & M.T.Z.Toniato & D.Souza"	"551"	2005	2	28	"W.Forster"	"Sp"	"Natividade da Serra"	"Parque Estadual da Serra do Mar, N<fa>cleo Santa Virg<ed>nia"	-23.447778	-45.191667	1	0	"2"	"1"	""	"2005228551"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Orchidaceae"	"ESPECIE"	"Cattleya coccinea Lindl."	""	""	NA	"BRA:IF:SPSF:49917"	"49917"	""	"SPSF"	1226939027	"F.M.Souza & M.T.Z.Togniato & D.Souza"	"546"	2005	2	28	"W.Foster"	"Sp"	"Natividade da Serra"	"Parque Estadual da Serra do Mar, N<fa>cleo Santa Virg<ed>nia"	-23.449167	-45.193056	0	0	"2"	"1"	""	"2005228546"
""	"Angiopermas"	"Orchidaceae"	"ESPECIE"	"Epidendrum secundum Jacq."	"NATIVA"	""	NA	"BRA:IF:SPSF:49915"	"49915"	""	"SPSF"	1226939028	"F.M.Souza & M.T.Z.Toniato & D.Souza"	"544"	2005	2	28	"W.Forster"	"Sp"	"Natividade da Serra"	"Parque Estadual da Serra do Mar, N<fa>cleo Santa Virg<ed>nia"	-23.449167	-45.193056	1	0	"4"	"1"	""	"2005228544"
""	"Angiopermas"	"Orchidaceae"	"ESPECIE"	"Epidendrum secundum Jacq."	"NATIVA"	""	NA	"BRA:IF:SPSF:49916"	"49916"	""	"SPSF"	1226939029	"F.M.Souza & M.T.Z.Toniato & D.Souza"	"545"	2005	2	28	"W.Forster"	"Sp"	"Natividade da Serra"	"Parque Estadual da Serra do Mar, N<fa>cleo Santa Virg<ed>nia"	-23.449167	-45.193056	1	0	"4"	"1"	""	"2005228545"
""	"Angiopermas"	"Orchidaceae"	"ESPECIE"	"Zygopetalum maculatum (Kunth) Garay"	"NATIVA"	""	NA	"BRA:IF:SPSF:49919"	"49919"	""	"SPSF"	1226939033	"F.M.Souza & M.T.Z.Togniato & D.Souza"	"548"	2005	2	28	"W.Forster"	"Sp"	"Natividade da Serra"	"Parque Estadual da Serra do Mar, N<fa>cleo Santa Virg<ed>nia"	-23.447778	-45.191667	1	0	"1"	"1"	""	"2005228548"
""	"Angiopermas"	"Orchidaceae"	"ESPECIE"	"Bifrenaria aureofulva (Hook.) Lindl."	"NATIVA"	""	NA	"BRA:IF:SPSF:49918"	"49918"	""	"SPSF"	1226939034	"F.M.Souza & M.T.Z.Toniato & D.Souza"	"547"	2005	2	28	"W.Forster"	"Sp"	"Natividade da Serra"	"Parque Estadual da Serra do Mar, N<fa>cleo Santa Virg<ed>nia"	-23.447778	-45.191667	1	0	"1"	"1"	""	"2005228547"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Chomelia brasiliana A.Rich."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:50018"	"50018"	""	"SPSF"	1226939081	"M.E.Engels"	"1585"	2013	9	2	"M.L.Brotto"	"Sp"	"Boraceia"	"Serra do Mar"	-25.881944	-48.943056	1	0	"3"	"1"	""	"2013921585"
""	"Angiopermas"	"Urticaceae"	"ESPECIE"	"Pilea astrogramma Miq."	"NATIVA"	""	NA	"BRA:IF:SPSF:50026"	"50026"	""	"SPSF"	1226939099	"M.E.Engels"	"1572"	2013	9	2	"F.S.Meyer"	"Sp"	"Boraceia"	"Serra do Mar"	-25.868056	-48.943056	1	0	"1"	"1"	""	"2013921572"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper cernuum Vell."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:32117"	"32117"	""	"SPF"	1234538973	"Pirani, JR"	"762"	1984	1	11	"Callejas, R"	"S<e3>o Paulo"	"S<e3>o Sebasti<e3>o"	"Parque Estadual da Serra do Mar, Boi<e7>ucanga."	0	0	1	0	"6"	"1"	""	"1984111762"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia urocarpa Fisch. & C.A.Mey."	"NATIVA"	""	NA	"BRA:USP:SPF:32111"	"32111"	""	"SPF"	1234538976	"Pirani, JR"	"771"	1983	7	27	"Callejas, R"	"S<e3>o Paulo"	"S<e3>o Sebasti<e3>o"	"BR -101, Serra do Mar, Cachoeira do Toque-Toque Pequeno."	0	0	1	0	"6"	"1"	""	"1983727771"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia corcovadensis Gardner"	"NATIVA"	""	NA	"BRA:USP:SPF:32112"	"32112"	""	"SPF"	1234538984	"Pirani, JR"	"759"	1983	8	26	"Callejas, R"	"S<e3>o Paulo"	"S<e3>o Sebasti<e3>o"	"Boi<e7>ucanga, Serra do Mar."	0	0	1	0	"3"	"1"	""	"1983826759"
""	"Angiopermas"	"Passifloraceae"	"ESPECIE"	"Passiflora actinia Hook."	"NATIVA"	""	NA	"BRA:USP:SPF:86350"	"86350"	""	"SPF"	1234540642	"Benko-Iseppon, AM"	"102"	1993	2	2	"et al.; Vitta, FA"	"S<e3>o Paulo"	"Cubat<e3>o"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"1"	""	"199322102"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Allophylus semidentatus (Miq.) Radlk."	"NATIVA"	""	NA	"BRA:USP:SPF:96533"	"96533"	""	"SPF"	1234541037	"Baitello, JB"	"421"	1994	3	28	"Ferrucci, MS"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"2"	""	"1994328421"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper hispidum Sw."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:98107"	"98107"	""	"SPF"	1234541107	"Kawasaki, ML"	"578"	1994	8	17	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, Picada do Rio Bonito."	0	0	1	0	"5"	"2"	""	"1994817578"
""	"Angiopermas"	"Thymelaeaceae"	"ESPECIE"	"Daphnopsis fasciculata (Meisn.) Nevling"	"NATIVA"	"LC"	NA	"BRA:USP:SPF:98118"	"98118"	""	"SPF"	1234541137	"Kawasaki, ML"	"599"	1994	8	18	"Franco, GADC"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"2"	""	"1994818599"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper caldense C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:98106"	"98106"	""	"SPF"	1234541149	"Kawasaki, ML"	"554"	1994	8	17	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"6"	"2"	""	"1994817554"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Serjania deflexa Gardner"	"NATIVA"	""	NA	"BRA:USP:SPF:99404"	"99404"	""	"SPF"	1234541160	"Franco, GADC"	"566"	1994	8	17	"Ferrucci, MS"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"2"	""	"1994817566"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Urvillea ulmacea Kunth"	"NATIVA"	""	NA	"BRA:USP:SPF:99405"	"99405"	""	"SPF"	1234541212	"Kawasaki, ML"	"601"	1994	8	18	"Ferrucci, MS"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"2"	""	"1994818601"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Paullinia carpopoda Cambess."	"NATIVA"	""	NA	"BRA:USP:SPF:114362"	"114362"	""	"SPF"	1234541781	"Kirizawa, M"	"3257"	1996	3	19	"Somner, GV"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	-23.224444	-45.048056	1	0	"10"	"1"	""	"19963193257"
""	"Angiopermas"	"Campanulaceae"	"ESPECIE"	"Siphocampylus convolvulaceus (Cham.) G.Don"	"NATIVA"	""	NA	"BRA:USP:SPF:119352"	"119352"	""	"SPF"	1234541985	"Kirizawa, M"	"3267"	1996	3	20	"Godoy, SAP"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	-23.224444	-45.048056	1	0	"6"	"1"	""	"19963203267"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Blepharocalyx salicifolius (Kunth) O.Berg"	"NATIVA"	""	NA	"BRA:USP:SPF:120623"	"120623"	""	"SPF"	1234542008	"Garcia, RJF"	"928"	1996	12	18	"Santos, MF"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu."	-23.987778	-46.733611	1	0	"6"	"2"	""	"19961218928"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper dilatatum Rich."	"NATIVA"	""	NA	"BRA:USP:SPF:122173"	"122173"	""	"SPF"	1234542039	"Albuquerque, LB"	"42"	1996	11	12	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, N<fa>cleo Cunha."	0	0	1	0	"3"	"1"	""	"1996111242"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper caldense C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:122174"	"122174"	""	"SPF"	1234542062	"Yamamoto, LF"	"15"	1996	12	12	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, N<fa>cleo Cunha"	0	0	1	0	"6"	"1"	""	"1996121215"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Paullinia carpopoda Cambess."	"NATIVA"	""	NA	"BRA:USP:SPF:122209"	"122209"	""	"SPF"	1234542072	"Bertoncini, AP"	"795"	1996	12	18	"Somner, GV"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	-23.256944	-45.044167	1	0	"10"	"1"	""	"19961218795"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia glabella (Sw.) A.Dietr."	"NATIVA"	""	NA	"BRA:USP:SPF:122168"	"122168"	""	"SPF"	1234542077	"Bertoncini, AP"	"732"	1996	12	12	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, N<fa>cleo Cunha."	0	0	1	0	"2"	"1"	""	"19961212732"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl."	"NATIVA"	""	NA	"BRA:USP:SPF:122207"	"122207"	""	"SPF"	1234542085	"Ferretti, AR"	"75"	1996	12	14	"Ivanauskas, NM"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	-23.257083	-45.042472	1	0	"2"	"1"	""	"1996121475"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper hispidum Sw."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:122171"	"122171"	""	"SPF"	1234542098	"Albuquerque, LB"	"2"	1996	11	12	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, N<fa>cleo Cunha (S;W)."	0	0	1	0	"5"	"1"	""	"199611122"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper caldense C.DC."	"NATIVA"	""	NA	"BRA:USP:SPF:122170"	"122170"	""	"SPF"	1234542102	"Albuquerque, LB"	"1"	1996	11	12	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, N<fa>cleo Cunha"	0	0	1	0	"6"	"1"	""	"199611121"
""	"Angiopermas"	"Campanulaceae"	"ESPECIE"	"Siphocampylus longipedunculatus Pohl"	"NATIVA"	""	NA	"BRA:USP:SPF:122005"	"122005"	""	"SPF"	1234542107	"Souza, JP"	"781"	1996	12	12	"Godoy, SAP"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"1"	"1"	""	"19961212781"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Matayba elaeagnoides Radlk."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:122208"	"122208"	""	"SPF"	1234542108	"Ferretti, AR"	"157"	0	0	0	"Coelho, RLG"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	-23.212222	-45.033611	1	0	"1"	"1"	""	"000157"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Blepharocalyx salicifolius (Kunth) O.Berg"	"NATIVA"	""	NA	"BRA:USP:SPF:129401"	"129401"	""	"SPF"	1234542354	"Passos, L"	"PCD4899"	1997	2	2	"Santos, MF"	"Bahia"	"Rio de Contas"	"Serra do Marcelino"	-13.595278	-41.834722	1	0	"6"	"1"	""	"199722PCD4899"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Serjania paradoxa Radlk."	"NATIVA"	""	NA	"BRA:USP:SPF:129471"	"129471"	""	"SPF"	1234542378	"Saar, E"	"PCD4885"	1997	2	2	"Ferrucci, MS"	"Bahia"	"Rio de Contas"	"Serra do Marcelino"	-13.595278	-41.834722	1	0	"1"	"1"	""	"199722PCD4885"
""	"Angiopermas"	"Lentibulariaceae"	"ESPECIE"	"Utricularia reniformis A.St.-Hil."	"NATIVA"	"LC"	NA	"BRA:USP:SPF:134885"	"134885"	""	"SPF"	1234542544	"Garcia, RJF"	"1594"	1998	9	19	"Garcia, RJF"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu."	0	0	1	0	"6"	"2"	""	"19989191594"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Passifloraceae"	"ESPECIE"	"Passiflora mediterranea Vell."	""	""	NA	"BRA:USP:SPF:134556"	"134556"	""	"SPF"	1234542557	"Buzato, S"	"s.n."	1992	11	29	"Bernacci, LC"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	0	0	"1"	"1"	""	"19921129s.n."
""	"Angiopermas"	"Campanulaceae"	"ESPECIE"	"Siphocampylus convolvulaceus (Cham.) G.Don"	"NATIVA"	""	NA	"BRA:USP:SPF:140781"	"140781"	""	"SPF"	1234543057	"Mello-Silva, R"	"1797"	2000	3	25	"Godoy, SAP"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"6"	"1"	""	"20003251797"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia urocarpa Fisch. & C.A.Mey."	"NATIVA"	""	NA	"BRA:USP:SPF:144344"	"144344"	""	"SPF"	1234543122	"Fiaschi, P"	"493"	2000	12	3	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Cunha"	"Parque Estadual da Serra do Mar, N<fa>cleo Caraguatatuba."	0	0	1	0	"6"	"1"	""	"2000123493"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia urocarpa Fisch. & C.A.Mey."	"NATIVA"	""	NA	"BRA:USP:SPF:144346"	"144346"	""	"SPF"	1234543138	"Fiaschi, P"	"579"	2001	1	21	"Carvalho-Silva, M"	"S<e3>o Paulo"	"Ubatuba"	"Parque Estadual da Serra do Mar, N<fa>cleo Picinguaba. Trilha para o Po<e7>o da Rasa."	0	0	1	0	"6"	"1"	""	"2001121579"
